Reaction ID	Pathway	Class1	Class2	Class3	Class4	Class5	Class6	SM1A
D-ALANINE-AMINOTRANSFERASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
D-AMINO-ACID-OXIDASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
DAPASYN-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
DARAB5PISOM-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
DARABALDOL-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
D-ARABINITOL-4-DEHYDROGENASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
D-ARABINONOLACTONASE-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
DARABISOM-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
DARABKIN-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
D-ARGINASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
DCDPC-RXN	NA	Other	NA	NA	NA	NA	NA	NA
DCDPKIN-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DCEREDCHLOR-RXN	NA	Other	NA	NA	NA	NA	NA	NA
DCMP-DEAMINASE-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DCTP-DEAM-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DCTP-PYROPHOSPHATASE-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DCYSDESULF-RXN	NA	Amino Acids Metabolism	Other	NA	NA	NA	NA	NA
DEHYDDEOXGALACTKIN-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
DEHYDDEOXPHOSGALACT-ALDOL-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
DEHYDOGLUCONOKINASE-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
DEHYDROGLUCONATE-DEHYDROGENASE-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
DEHYDRO-L-GULONATE-DECARBOXYLASE-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
DEOXYADENOSINE-KINASE-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DEOXYADENPHOSPHOR-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DEOXYADENYLATE-KINASE-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DEOXYCYTIDINE-KINASE-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DEOXYGLUCONOKIN-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
DEOXYGUANOSINE-KINASE-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DEOXYGUANPHOSPHOR-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DEOXYHYPUSINE-MONOOXYGENASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
DEOXYINOPHOSPHOR-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DEOXYNUCLEOTIDE-3-PHOSPHATASE-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
DEOXYRIBOSE-P-ALD-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
DEPHOSPHOCOAKIN-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
DETHIOBIOTIN-SYN-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
DGDPKIN-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DHBAMPLIG-RXN	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
DHBDEHYD-RXN	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
DHDOGALDOL-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
DHHB-METHYLTRANSFER-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
DHLAXANAU-RXN	NA	Other	NA	NA	NA	NA	NA	NA
DHLBXANAU-RXN	NA	Other	NA	NA	NA	NA	NA	NA
DHSHIKIMATE-DEHYDRO-RXN	NA	Inorganic Nutrients Metabolism	Energy Metabolism	NA	NA	NA	NA	NA
DHS-PHOSPHATASE-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
DIACYLGLYKIN-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
DIAMACTRANS-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
DIAMINOPIMDECARB-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
DIAMINOPIMELATE-DEHYDROGENASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
DIAMINOPIMEPIM-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
DIAMTRANSAM-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
DIENELACHYDRO-RXN	NA	Other	NA	NA	NA	NA	NA	NA
DIENOYLCOAREDUCT-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
DIGLUCOACETYL-DOCOSANOATE-ACETYL-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
DIHYDLIPACETRANS-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
DIHYDLIPOXN-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
DIHYDROCOUMARIN-LIPASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
DIHYDRODIPICSYN-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
DIHYDROFOLATEREDUCT-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
DIHYDROFOLATESYNTH-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
DIHYDROKAEMPFEROL-4-REDUCTASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
DIHYDROOROTATE-DEHYDROGENASE-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
DIHYDROOROT-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DIHYDROPICRED-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
DIHYDROPYRIMIDINASE-RXN	NA	Amino Acids Metabolism	Cofactors Metabolism	NA	NA	NA	NA	NA
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN	NA	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
DIHYDROXYISOVALDEHYDRAT-RXN	NA	Energy Metabolism	Amino Acids Metabolism	NA	NA	NA	NA	NA
DIHYDROXYMETVALDEHYDRAT-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
DIMESULFREDUCT-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
DIMETHUROPORDEHYDROG-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
DIMETHYLALLYLCISTRANSFERASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
DIMETHYLARGININASE-RXN	NA	Other	NA	NA	NA	NA	NA	NA
DIMETHYLGLYCINE-DEHYDROGENASE-RXN	NA	Amines and Polyamines Metabolism	NA	NA	NA	NA	NA	NA
DIMETHYLMALEATE-HYDRATASE-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
DIOHBUTANONEPSYN-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
DIOXYXANFL-RXN	NA	Other	NA	NA	NA	NA	NA	NA
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	NA	Fatty Acids and Lipids Metabolism	Cofactors Metabolism	NA	NA	NA	NA	NA
DIPHTINE--AMMONIA-LIGASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
DISULISOM-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
D-LACTALDEHYDE-DEHYDROGENASE-RXN	NA	Detoxification Metabolism	NA	NA	NA	NA	NA	NA
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	NA	Detoxification Metabolism	NA	NA	NA	NA	NA	NA
DLACTDEHYDROGFAD-RXN	NA	Detoxification Metabolism	NA	NA	NA	NA	NA	NA
DLACTDEHYDROGNAD-RXN	NA	Amino Acids Metabolism	Energy Metabolism	Other	NA	NA	NA	NA
DMBPPRIBOSYLTRANS-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
DMK-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
DNA-DIRECTED-DNA-POLYMERASE-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
DNA-DIRECTED-RNA-POLYMERASE-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
DNA-LIGASE-ATP-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
DNA-LIGASE-NAD+-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
DNA-NUCLEOTIDYLEXOTRANSFERASE-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
D-NOPALINE-DEHYDROGENASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
D-OCTOPINE-DEHYDROGENASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
DOLICHOL-KINASE-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
DOLICHYLDIPHOSPHATASE-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
DOPACHROME-DELTA-ISOMERASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
DOPAMINE-BETA-MONOOXYGENASE-RXN	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
D-PINITOL-DEHYDROGENASE-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
D-PPENTOMUT-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
D-RIBULOKIN-RXN	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Other
DSERDEAM-RXN	NA	Energy Metabolism	Amino Acids Metabolism	NA	NA	NA	NA	NA
D-SORBITOL-DEHYDROGENASE-RXN	NA	Cofactors Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
DTDPDEHYDRHAMEPIM-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
DTDPDEHYRHAMREDUCT-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
DTDPGLUCDEHYDRAT-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Other
DTDPGLUCOSEPP-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Other
DTDPKIN-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DTDPRHAMSYNTHMULTI-RXN	NA	Redox Metabolism	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
DTMPKI-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DUDPKIN-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DURIDKI-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DUTP-PYROP-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
DXPREDISOM-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
DXS-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
D-XYLOSE-1-DEHYDROGENASE-NADP+RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
D-XYLOSE-1-DEHYDROGENASE-NADP+-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
D-XYLULOSE-REDUCTASE-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
ENDOGLYCOSYLCERAMIDASE-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
ENOYL-ACP-REDUCT-NADH-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
ENOYL-ACP-REDUCT-NADPH-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
ENOYL-COA-DELTA-ISOM-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
ENOYL-COA-HYDRAT-RXN	NA	Fatty Acids and Lipids Metabolism	Energy Metabolism	NA	NA	NA	NA	NA
ENTDB-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
ENTMULTI-RXN	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
ENZRXN-161-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
ENZRXN-201-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
EPOXIDE-HYDROLASE-RXN	NA	Other	NA	NA	NA	NA	NA	NA
ERYTH4PDEHYDROG-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
ERYTHRON4PDEHYDROG-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
ERYTHRONOLIDE-SYNTHASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
ESTRADIOL-17-BETA-DEHYDROGENASE-RXN	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
ETHAMLY-RXN	NA	Amines and Polyamines Metabolism	NA	NA	NA	NA	NA	NA
ETHANOLAMINE-KINASE-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
ETHANOLAMINE-PHOSPHATE-PHOSPHO-LYASE-RXN	NA	Amines and Polyamines Metabolism	NA	NA	NA	NA	NA	NA
ETHANOLAMINEPHOSPHOTRANSFERASE-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
ETHYL-RXN	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
EXOPOLYPHOSPHATASE-RXN	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
F16ALDOLASE-RXN	NA	Carbohydrates Metabolism	Energy Metabolism	NA	NA	NA	NA	NA
F16BDEPHOS-RXN	NA	Carbohydrates Metabolism	Energy Metabolism	NA	NA	NA	NA	NA
FAD-OX-RXN	NA	NA	NA	NA	NA	NA	NA	NA
FAD-PYROPHOSPHATASE-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
FAD-RED-RXN	NA	NA	NA	NA	NA	NA	NA	NA
FADSYN-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
FARNESOL-DEHYDROGENASE-RXN	NA	Specialized Metabolism	Detoxification Metabolism	Cofactors Metabolism	NA	NA	NA	Terpenoids
FARNESYLTRANSTRANSFERASE-RXN	NA	Primary-Specialized Interface Metabolism	Specialized Metabolism	NA	NA	NA	NA	Terpenoids
FATTY-ACYL-COA-SYNTHASE-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
FERREDOXIN--NAD+-REDUCTASE-RXN	NA	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
FERREDOXIN--NITRITE-REDUCTASE-RXN	NA	Inorganic Nutrients Metabolism	Amino Acids Metabolism	NA	NA	NA	NA	NA
FERRIC-CHELATE-REDUCTASE-RXN	NA	Inorganic Nutrients Metabolism	Hormones Metabolism	NA	NA	NA	NA	NA
FESGSHTHIO-RXN	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
FESO3OXI-RXN	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
FGAMSYN-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
FHLMULTI-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
FLAVANONE-4-REDUCTASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
FLAVONADPREDUCT-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
FLAVONE-7-O-BETA-GLUCOSYLTRANSFERASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
FLAVONE-APIOSYLTRANSFERASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
FLAVONOID-3-MONOOXYGENASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
FLAVONOL-3-O-GLUCOSYLTRANSFERASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
FLAVONOL-3-SULFOTRANSFERASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
FLUORENE-OXYGENASE-RXN	NA	Other	NA	NA	NA	NA	NA	NA
FMN-OX-RXN	NA	NA	NA	NA	NA	NA	NA	NA
FMN-RED-RXN	NA	NA	NA	NA	NA	NA	NA	NA
FMNREDUCT-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
FOLYLPOLYGLUTAMATESYNTH-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
FORMALDEHYDE-DEHYDROGENASE-RXN	NA	Detoxification Metabolism	NA	NA	NA	NA	NA	NA
FORMALDEHYDE-TRANSKETOLASE-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
FORMAMIDASE-RXN	NA	Detoxification Metabolism	NA	NA	NA	NA	NA	NA
FORMATE-DEHYDROGENASE-NADP+-RXN	NA	Carbohydrates Metabolism	Other	NA	NA	NA	NA	NA
FORMATEDEHYDROG-RXN	NA	Energy Metabolism	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA
FORMATETHFLIG-RXN	NA	Cofactors Metabolism	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
FORMIMINOGLUTAMASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
FORMIMINOGLUTAMATE-DEIMINASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
FORMYL-COA-HYDROLASE-RXN	NA	Fatty Acids and Lipids Metabolism	Other	NA	NA	NA	NA	NA
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
FORMYLTETRAHYDROFOLATE-DEHYDROGENASE-RXN	NA	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
FORMYLTHFDEFORMYL-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
FORMYLTHFGLUSYNTH-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
FPPSYN-RXN	NA	Primary-Specialized Interface Metabolism	Energy Metabolism	NA	NA	NA	NA	NA
FRUCTOKINASE-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	NA	Carbohydrates Metabolism	Energy Metabolism	NA	NA	NA	NA	NA
FTRMBARK-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
FUC4NACTRANS-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
FUCISOM-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
FUCOKINASE-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
FUCPALDOL-RXN	NA	Carbohydrates Metabolism	Energy Metabolism	NA	NA	NA	NA	NA
FUCULOKIN-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
FUMARATE-REDUCTASE-NADH-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
FUMARYLACETOACETASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
FUMHYDR-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
GABATRANSAM-RXN	NA	Specialized Metabolism	Amino Acids Metabolism	Amines and Polyamines Metabolism	NA	NA	NA	Nitrogen-Containing Compounds
GALACTARDEHYDRA-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
GALACTITOLPDEHYD-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
GALACTODEHYDROG-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
GALACTOKIN-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
GALACTOLIPASE-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
GALACTONDEHYDRAT-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
GALACTONOLACTONASE-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
GALACTONOLACTONE-DEHYDROGENASE-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
GALACTOSE-OXIDASE-RXN	NA	Inorganic Nutrients Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
GALACTOSIDE-2-L-FUCOSYLTRANSFERASE-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
GALACTURAN-14-ALPHA-GALACTURONIDASE-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
GALACTURIDYLYLTRANS-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
GALACTUROISOM-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
GALACTURONOKINASE-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
GALLATE-1-BETA-GLUCOSYLTRANSFERASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
GALLATE-DECARBOXYLASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
GALLATE-DIOXYGENASE-RXN	NA	Specialized Metabolism	Other	NA	NA	NA	NA	Phenylpropanoid Derivatives
GALPMUT-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN	NA	Redox Metabolism	Cofactors Metabolism	NA	NA	NA	NA	NA
GAMMA-GLUTAMYLHISTAMINE-SYNTHASE-RXN	NA	Amines and Polyamines Metabolism	NA	NA	NA	NA	NA	NA
GAMMA-GLUTAMYLTRANSFERASE-RXN	NA	Redox Metabolism	NA	NA	NA	NA	NA	NA
GANGLIOSIDE-GALACTOSYLTRANSFERASE-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
GAPOXNPHOSPHN-RXN	NA	Carbohydrates Metabolism	Energy Metabolism	NA	NA	NA	NA	NA
GARTRANSFORMYL2-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
GART-RXN	NA	Nucleotides Metabolism	Cofactors Metabolism	NA	NA	NA	NA	NA
GCVMULTI-RXN	NA	Cofactors Metabolism	Amino Acids Metabolism	Energy Metabolism	NA	NA	NA	NA
GCVP-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
GCVT-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
GDP-6-DEOXY-D-TALOSE-4-DEHYDROGENASE-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
GDP-GLUCOSIDASE-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
GDPKIN-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
GDPMANDEHYDRA-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
GDPMANMANHYDRO-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
GDP-MANNOSE-6-DEHYDROGENASE-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
GDPPYPHOSKIN-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
GDPREDUCT-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
GEISSOSCHIZINE-DEHYDROGENASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
GENTISATE-12-DIOXYGENASE-RXN	NA	Other	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
GERANIOL-DEHYDROGENASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
GERANOYL-COA-CARBOXYLASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
GERANYL-DIPHOSPHATE-CYCLASE-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
GKI-RXN	NA	Carbohydrates Metabolism	Other	Specialized Metabolism	NA	NA	NA	Other
GLCNACPTRANS-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
GLU6PDEHYDROG-RXN	NA	Energy Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
GLUC1PADENYLTRANS-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
GLUC1PURIDYLTRANS-RXN	NA	Cofactors Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
GLUCARDEHYDRA-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
GLUCDEHYDROG-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
GLUCISOM-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
GLUCOKIN-RXN	NA	Carbohydrates Metabolism	Energy Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
GLUCONATE-2-DEHYDROGENASE-RXN	NA	Carbohydrates Metabolism	Cofactors Metabolism	NA	NA	NA	NA	NA
GLUCONATE-5-DEHYDROGENASE-RXN	NA	Specialized Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	Other
GLUCONATE-DEHYDRATASE-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
GLUCONOKIN-RXN	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Other
